Current_Word,Next_Word,Levenshtein_Distance
efforts,high-profile,11
high-profile,web,12
web,portals,7
portals,google,5
google,yahoo,6
yahoo,ebay,5
ebay,amazon,5
amazon,gathering,7
gathering,links,8
links,lead,4
lead,people,5
people,aid,6
aid,relief,5
relief,organisations,11
organisations,many,11
many,visiting,7
visiting,aid-related,10
aid-related,sites,8
sites,webpages,6
webpages,struggling,9
struggling,cope,10
cope,traffic,7
traffic,umbrella,8
umbrella,organisation,11
organisation,called,11
called,disasters,7
disasters,emergency,9
emergency,committee,9
committee,dec,8
dec,set,2
set,coalition,8
coalition,12,9
12,charities,9
charities,taking,7
taking,many,4
many,donations,7
donations,via,8
via,specially,7
specially,created,7
created,website,6
website,urged,7
urged,people,6
people,go,5
go,online,6
online,possible,5
possible,help,7
help,donations,9
donations,could,8
could,processed,7
processed,quickly,8
quickly,cash,6
cash,donated,6
donated,ways,6
ways,meaning,6
meaning,aid,5
aid,could,4
could,delivered,8
delivered,quickly,8
quickly,possible,7
possible,site,5
site,far,4
far,received,8
received,almost,8
almost,Â£8,6
Â£8,million,7
million,11000,7
11000,donations,9
donations,made,8
made,online,5
online,every,6
every,hour,4
hour,telco,5
telco,bt,5
bt,stepped,6
stepped,take,5
take,secure,5
secure,payments,8
payments,dec,7
dec,site,4
site,provided,6
provided,extra,8
extra,logistical,8
logistical,support,10
support,phone,5
phone,online,4
online,appeals,7
appeals,initially,7
initially,crippled,7
crippled,online,7
online,donations,5
donations,also,7
also,provided,8
provided,space,7
space,londons,7
londons,bt,7
bt,tower,5
tower,one,3
one,call,4
call,centres,6
centres,dealing,6
dealing,donations,5
donations,webs,8
webs,biggest,6
biggest,firms,5
firms,also,5
also,helping,6
helping,channel,7
channel,help,5
help,modifying,9
modifying,homepages,8
homepages,include,8
include,links,6
links,aid,4
aid,agencies,6
agencies,organisations,9
organisations,collecting,10
collecting,resources,10
resources,famously,7
famously,sparse,7
sparse,homepage,6
homepage,google,6
google,placed,6
placed,link,5
link,leads,4
leads,users,4
users,list,5
list,sites,4
sites,donations,7
donations,made,8
made,among,4
among,17,5
17,organisations,13
organisations,listed,10
listed,oxfam,6
oxfam,medecins,8
medecins,sans,6
sans,frontieres,8
frontieres,doctors,6
doctors,without,6
without,borders,7
borders,network,6
network,good,6
good,many,4
many,sites,5
sites,google,6
google,lists,6
lists,also,4
also,taking,5
taking,online,4
online,donations,5
donations,online,5
online,retailer,6
retailer,amazon,7
amazon,put,6
put,large,5
large,message,5
message,start,5
start,page,4
page,lets,4
lets,people,5
people,donate,5
donate,money,4
money,directly,6
directly,american,7
american,red,7
red,cross,4
cross,used,5
used,relief,5
relief,efforts,7
efforts,auction,7
auction,site,6
site,ebay,4
ebay,giving,6
giving,list,5
list,sites,4
sites,people,6
people,either,5
either,donate,6
donate,directly,6
directly,divert,4
divert,portion,7
portion,profits,5
profits,anything,7
anything,sell,8
sell,ebay,4
ebay,listed,6
listed,organisations,10
organisations,simply,12
simply,buy,5
buy,items,5
items,direct,4
direct,cash,6
cash,list,3
list,yahoo,5
yahoo,proving,7
proving,links,6
links,direct,5
direct,charities,8
charities,want,7
want,donate,4
donate,auction,7
auction,drop,6
drop,website,7
website,asking,6
asking,people,6
people,donate,5
donate,old,5
old,digital,7
digital,cameras,6
cameras,computers,5
computers,gadgets,7
gadgets,longer,5
longer,want,5
want,auction,6
auction,raise,6
raise,cash,3
cash,aid,3
aid,effort,6
effort,sadly,6
sadly,outpouring,10
outpouring,goodwill,8
goodwill,also,8
also,encouraged,9
encouraged,conmen,7
conmen,try,6
try,cash,4
cash,anti-fraud,9
anti-fraud,organisations,11
organisations,warning,10
warning,e-mails,6
e-mails,starting,7
starting,circulate,9
circulate,try,8
try,convince,8
convince,people,7
people,send,5
send,money,4
money,directly,6
directly,rather,7
rather,make,4
make,donations,8
donations,via,8
via,aid,2
aid,agencies,6
agencies,wanting,6
wanting,give,6
give,cash,4
cash,urged,5
urged,use,3
use,legitimate,9
legitimate,websites,7
websites,charities,5
charities,aid,7
aid,agencies,6
mobiles,rack,7
rack,20,4
20,years,5
years,use,5
use,mobile,5
mobile,phones,6
phones,uk,6
uk,celebrating,11
celebrating,20th,10
20th,anniversary,11
anniversary,weekend,10
weekend,britains,7
britains,first,7
first,mobile,6
mobile,phone,5
phone,call,5
call,made,3
made,across,6
across,vodafone,7
vodafone,network,7
network,1,7
1,january,7
january,1985,7
1985,veteran,7
veteran,comedian,5
comedian,ernie,7
ernie,wise,4
wise,20,4
20,years,5
years,since,5
since,day,5
day,mobile,6
mobile,phones,6
phones,become,5
become,integral,7
integral,part,7
part,modern,5
modern,life,5
life,almost,5
almost,90,6
90,britons,7
britons,handset,7
handset,mobiles,6
mobiles,become,6
become,popular,7
popular,many,7
many,people,6
people,use,5
use,handset,5
handset,phone,5
phone,rarely,6
rarely,use,5
use,landline,7
landline,first,8
first,ever,5
ever,call,4
call,portable,6
portable,phone,6
phone,made,4
made,1973,4
1973,new,4
new,york,4
york,took,2
took,10,4
10,years,5
years,first,4
first,commercial,9
commercial,mobile,8
mobile,service,5
service,launched,7
launched,uk,7
uk,far,3
far,behind,6
behind,rest,5
rest,world,5
world,setting,7
setting,networks,6
networks,1985,8
1985,let,4
let,people,5
people,make,5
make,calls,4
calls,walked,4
walked,first,6
first,call,5
call,made,3
made,st,4
st,katherines,9
katherines,dock,10
dock,vodafones,7
vodafones,head,8
head,office,6
office,newbury,7
newbury,time,7
time,curry,5
curry,house,5
house,first,4
first,nine,4
nine,days,4
days,1985,4
1985,vodafone,8
vodafone,firm,7
firm,mobile,5
mobile,network,7
network,uk,6
uk,10,2
10,january,7
january,cellnet,7
cellnet,o2,7
o2,launched,8
launched,service,7
service,mike,5
mike,caudwell,7
caudwell,spokesman,9
spokesman,vodafone,8
vodafone,said,7
said,phones,6
phones,launched,6
launched,size,7
size,briefcase,7
briefcase,cost,7
cost,Â£2000,5
Â£2000,battery,7
battery,life,6
life,little,3
little,20,6
20,minutes,7
minutes,despite,6
despite,hugely,7
hugely,popular,6
popular,mid-80s,7
mid-80s,said,6
said,became,5
became,yuppy,6
yuppy,must-have,8
must-have,status,7
status,symbol,5
symbol,among,5
among,young,3
young,wealthy,7
wealthy,business,8
business,folk,8
folk,also,4
also,despite,6
despite,fact,6
fact,phones,6
phones,used,5
used,analogue,8
analogue,radio,7
radio,signals,7
signals,communicate,9
communicate,made,8
made,easy,3
easy,eavesdrop,6
eavesdrop,said,7
said,took,4
took,vodafone,6
vodafone,almost,7
almost,nine,6
nine,years,5
years,rack,4
rack,first,5
first,million,6
million,customers,9
customers,18,9
18,months,6
months,get,5
get,second,5
second,million,6
million,easy,7
easy,forget,6
forget,1983,6
1983,put,4
put,bid,3
bid,document,8
document,forecasting,8
forecasting,total,9
total,market,6
market,would,6
would,two,4
two,million,6
million,people,7
people,said,6
said,cellnet,7
cellnet,forecasting,10
forecasting,half,10
half,vodafone,7
vodafone,14m,8
14m,customers,8
customers,uk,8
uk,alone,5
alone,cellnet,4
cellnet,vodafone,7
vodafone,mobile,6
mobile,phone,5
phone,operators,7
operators,uk,9
uk,1993,4
1993,one2one,7
one2one,t-mobile,7
t-mobile,launched,8
launched,orange,6
orange,uk,6
uk,launch,5
launch,1994,6
1994,newcomers,9
newcomers,operated,8
operated,digital,7
digital,mobile,6
mobile,networks,8
networks,operators,6
operators,use,8
use,technology,10
technology,analogue,7
analogue,spectrum,7
spectrum,old,8
old,phones,5
phones,retired,6
retired,called,5
called,global,6
global,system,6
system,mobiles,6
mobiles,gsm,7
gsm,widely,6
widely,used,5
used,phone,5
phone,technology,8
technology,planet,9
planet,used,5
used,help,4
help,12,4
12,billion,7
billion,people,7
people,make,5
make,calls,4
calls,mr,5
mr,caudwell,8
caudwell,said,6
said,advent,6
advent,digital,6
digital,technology,9
technology,also,9
also,helped,5
helped,introduce,8
introduce,things,8
things,text,5
text,messaging,8
messaging,roaming,5
roaming,made,6
made,mobiles,5
mobiles,popular,5
blogs,take,5
take,mainstream,8
mainstream,web,9
web,logs,4
logs,blogs,1
blogs,everywhere,10
everywhere,least,9
least,estimated,8
estimated,five,7
five,million,6
million,web,7
web,number,5
number,set,5
set,grow,4
grow,online,6
online,diaries,6
diaries,come,6
come,many,4
many,shapes,5
shapes,styles,3
styles,ranging,7
ranging,people,7
people,willing,7
willing,sharing,4
sharing,views,7
views,pictures,6
pictures,links,6
links,companies,7
companies,interested,9
interested,another,8
another,way,7
way,reaching,7
reaching,customers,9
customers,year,8
year,focus,5
focus,blogs,4
blogs,cast,5
cast,critical,6
critical,eye,8
eye,news,3
news,events,4
events,often,5
often,writing,5
writing,issues,7
issues,ignored,5
ignored,big,6
big,media,4
media,offering,6
offering,eye-witness,9
eye-witness,account,10
account,events,6
events,blogs,5
blogs,may,5
may,small,3
small,readership,9
readership,communication,12
communication,experts,12
experts,say,7
say,provided,8
provided,avenue,7
avenue,people,5
people,say,6
say,world,5
world,politics,7
politics,well-known,9
well-known,examples,9
examples,include,7
include,iraqi,6
iraqi,salam,5
salam,paxs,4
paxs,accounts,7
accounts,us-led,8
us-led,war,6
war,former,5
former,iranian,7
iranian,vice-president,10
vice-president,mohammad,13
mohammad,ali,7
ali,abtahi,4
abtahi,exclusive,8
exclusive,insight,8
insight,islamic,6
islamic,republics,7
republics,government,10
government,highs,10
highs,lows,4
lows,recent,6
recent,us,6
us,election,8
election,campaign,6
campaign,already,7
already,websites,8
websites,pulling,7
pulling,together,8
together,first-hand,8
first-hand,reporting,9
reporting,accounts,8
accounts,heralded,8
heralded,blogs,7
blogs,like,4
like,wikinewscom,8
wikinewscom,launched,10
launched,last,6
last,november,8
november,blogging,8
blogging,movement,7
movement,building,7
building,many,7
many,years,4
years,andrew,5
andrew,nachison,7
nachison,director,7
director,media,7
media,center,5
center,us-based,7
us-based,think-tank,9
think-tank,studies,10
studies,media,5
media,technology,9
technology,society,8
society,highlights,8
highlights,us,9
us,presidential,11
presidential,race,10
race,possible,7
possible,turning,7
turning,point,5
point,blogs,5
blogs,could,5
could,look,4
look,moment,5
moment,audiences,7
audiences,exercised,8
exercised,new,8
new,form,4
form,power,4
power,choose,5
choose,among,5
among,many,3
many,sources,7
sources,information,10
information,never,10
never,says,5
says,blogs,4
blogs,key,5
key,part,4
part,transformation,11
transformation,among,11
among,blogs,4
blogs,carrying,8
carrying,picture,8
picture,messages,7
messages,saying,7
saying,sorry,5
sorry,george,4
george,w,6
w,bushs,5
bushs,victory,7
victory,responses,8
responses,supporters,6
supporters,mr,9
mr,nachison,8
nachison,argues,7
argues,blogs,5
blogs,become,4
become,independent,9
independent,sources,10
sources,images,5
images,ideas,4
ideas,circumvent,8
circumvent,traditional,10
traditional,sources,11
sources,news,6
news,information,10
information,newspapers,9
newspapers,tv,10
tv,radio,5
radio,acknowledge,10
acknowledge,cases,9
cases,mainstream,7
mainstream,media,8
media,actually,7
actually,plays,7
plays,role,5
role,discussion,10
discussion,distribution,6
distribution,ideas,11
ideas,told,5
told,bbc,4
bbc,news,4
news,website,5
website,followed,7
followed,story,7
story,didnt,5
didnt,lead,5
lead,parts,5
parts,so-called,8
so-called,traditional,11
traditional,media,8
media,expressed,8
expressed,concerns,8
concerns,emerging,7
emerging,competitor,8
competitor,raising,9
raising,questions,6
questions,journalistic,10
journalistic,value,10
value,blogs,5
blogs,others,5
others,like,5
like,french,6
french,newspaper,9
newspaper,le,8
le,monde,4
monde,applied,6
applied,different,8
different,strategy,8
strategy,offering,8
offering,blogs,8
blogs,part,5
part,content,6
content,dont,4
dont,think,4
think,mission,6
mission,role,7
role,journalism,8
journalism,threatened,9
threatened,transition,9
transition,society,9
society,transition,9
transition,says,8
says,mr,4
mr,nachison,8
nachison,however,8
however,agrees,5
agrees,experts,5
experts,like,6
like,linguist,6
linguist,political,8
political,analyst,9
analyst,noam,6
noam,chomsky,6
chomsky,mainstream,9
mainstream,media,8
media,lost,5
lost,traditional,10
traditional,role,9
role,news,4
news,gatekeeper,9
gatekeeper,one-to-many,11
one-to-many,road,9
road,traditional,8
traditional,journalism,11
journalism,yes,9
yes,threatened,9
threatened,professional,10
professional,journalists,11
journalists,need,10
need,acclimate,9
acclimate,environment,10
environment,many,9
many,contributors,11
contributors,discourse,10
discourse,says,7
says,mr,4
mr,nachison,8
nachison,notion,4
notion,gatekeeper,9
gatekeeper,filters,9
filters,decides,6
decides,whats,6
whats,acceptable,9
acceptable,public,8
public,consumption,9
consumption,isnt,9
isnt,thats,4
thats,gone,5
gone,forever,5
forever,people,6
people,walking,7
walking,around,5
around,information,10
information,devices,11
devices,pockets,6
pockets,like,5
like,camera,5
camera,video,5
video,phones,5
phones,going,5
going,see,5
see,instances,7
instances,ordinary,8
ordinary,citizens,7
citizens,breaking,7
breaking,stories,7
stories,seems,5
seems,unlikely,7
unlikely,end,7
end,living,5
living,planet,6
planet,every,6
every,human,5
human,blogger,7
blogger,current,7
current,number,5
number,blogs,6
blogs,likely,6
likely,keep,4
keep,growing,7
growing,web,6
web,already,6
already,overloaded,7
overloaded,information,10
information,blog,10
blog,analysis,7
analysis,firm,8
firm,technorati,9
technorati,estimates,8
estimates,number,7
number,blogs,6
blogs,existence,9
existence,so-called,9
so-called,blogosphere,9
blogosphere,already,10
already,exceeded,6
exceeded,five,7
five,million,6
million,growing,6
growing,exponential,9
exponential,levels,10
levels,tools,4
tools,googles,3
googles,blogger,4
blogger,movabletype,9
movabletype,recently,10
recently,launched,8
launched,beta,8
beta,version,6
version,msn,5
msn,spaces,6
spaces,making,6
making,easier,4
easier,run,6
run,blog,4
blog,us,4
us,research,7
research,think-tank,10
think-tank,pew,10
pew,internet,7
internet,,8
,american,8
american,life,7
life,says,4
says,blog,4
blog,created,7
created,every,6
every,58,5
58,seconds,7
seconds,although,7
although,less,7
less,40,4
40,total,5
total,updated,6
updated,least,6
least,every,5
every,two,5
two,months,5
months,experts,6
experts,agree,6
agree,phenomenon,9
phenomenon,allowing,8
allowing,individuals,10
individuals,publish,10
publish,share,7
share,ideas,5
ideas,exchange,7
exchange,information,10
information,comment,9
comment,current,3
current,issues,6
issues,post,5
post,images,6
images,video,5
video,web,4
web,easily,6
easily,stay,4
stay,entering,7
entering,one,6
one,era,3
era,technological,11
technological,infrastructure,14
infrastructure,creating,12
creating,different,8
different,context,7
context,tell,5
tell,stories,6
stories,communicate,10
communicate,said,10
said,mr,4
mr,nachison,8
nachison,theres,7
theres,going,6
going,bad,5
bad,comes,5
comes,good,4
honour,uk,5
uk,games,5
games,maker,3
maker,leading,6
leading,british,6
british,computer,8
computer,games,6
games,maker,3
maker,peter,3
peter,molyneux,7
molyneux,made,6
made,obe,3
obe,new,3
new,year,3
year,honours,6
honours,list,7
list,head,4
head,surreys,6
surreys,lionhead,7
lionhead,studios,8
studios,granted,7
granted,honour,6
honour,services,8
services,computer,7
computer,games,6
games,industry,7
industry,mr,7
mr,molyneux,7
molyneux,behind,7
behind,many,5
many,ground-breaking,13
ground-breaking,games,13
games,last,4
last,15,4
15,years,5
years,populous,7
populous,theme,8
theme,park,5
park,dungeon,7
dungeon,keeper,6
keeper,black,6
black,white,5
white,widely,4
widely,credited,7
credited,helping,7
helping,create,7
create,popularise,8
popularise,so-called,8
so-called,god-game,6
god-game,genre,6
genre,speaking,7
speaking,bbc,8
bbc,news,4
news,website,5
website,mr,7
mr,molyneux,7
molyneux,said,8
said,receiving,8
receiving,honour,9
honour,something,8
something,surprise,7
surprise,come,7
come,completely,6
completely,blue,8
blue,said,4
said,never,5
never,would,5
would,guessed,6
guessed,id,6
id,kind,2
kind,honour,5
honour,said,6
said,surprised,6
surprised,much,8
much,long,4
long,ago,4
ago,many,3
many,people,6
people,thought,6
thought,computer,7
computer,gaming,7
gaming,fad,5
fad,thought,7
thought,like,7
like,skateboarding,12
skateboarding,said,10
said,craze,4
craze,everyone,6
everyone,thought,8
thought,would,5
would,go,4
go,away,4
away,said,4
said,gaming,4
gaming,world,6
world,rivals,5
rivals,movie,5
movie,industry,8
industry,sales,7
sales,cultural,7
cultural,influence,8
influence,britain,8
britain,plays,6
plays,big,5
big,part,4
part,said,3
said,one,4
one,founding,6
founding,nations,7
nations,made,6
made,industry,7
industry,mr,7
mr,molyneux,7
molyneux,pivotal,8
pivotal,figure,6
figure,computer,6
computer,games,6
games,industry,7
industry,almost,6
almost,20,6
20,years,5
years,career,5
career,started,4
started,bullfrog,8
bullfrog,studios,7
studios,1987,7
1987,produced,8
produced,populous,6
populous,one,7
one,first,5
first,god-games,9
god-games,title,8
title,gave,4
gave,players,5
players,control,7
control,lives,7
lives,small,5
small,population,9
population,computerised,8
computerised,people,9
people,mr,6
mr,molyneux,7
molyneux,said,8
said,involvement,11
involvement,games,9
games,industry,7
industry,started,7
started,almost,7
almost,accident,6
accident,back,7
back,early,4
early,days,4
days,game,3
game,making,5
making,hobby,6
hobby,career,6
career,thought,7
thought,everyone,8
everyone,would,8
would,treat,5
treat,populous,8
populous,weird,8
weird,said,3
said,became,5
became,huge,5
huge,international,12
international,success,13
success,left,6
left,bullfrog,6
bullfrog,1997,8
1997,set,4
set,lionhead,7
lionhead,studios,8
studios,behind,6
behind,ambitous,7
ambitous,widely,7
widely,acclaimed,8
acclaimed,game,6
game,black,4
black,,5
,white,5
white,one,4
one,next,3
next,titles,6
titles,come,5
come,lionhead,6
lionhead,puts,8
puts,players,5
players,charge,6
charge,movie,5
movie,studio,5
studio,tasks,5
tasks,producing,9
producing,directing,6
directing,hit,7
hit,film,3
film,veteran,7
veteran,game,6
game,maker,3
maker,says,4
says,one,4
one,problem,5
problem,still,6
still,solve,4
solve,absolute,4
absolute,geek,8
geek,ive,3
ive,got,3
got,idea,4
idea,im,3
im,going,4
going,wear,5
wear,go,4
go,pick,4
pick,said,4
bush,website,6
website,blocked,7
blocked,outside,7
outside,us,5
us,surfers,5
surfers,outside,6
outside,us,5
us,unable,5
unable,visit,6
visit,official,6
official,re-election,9
re-election,site,10
site,president,6
president,george,7
george,w,6
w,bush,4
bush,blocking,7
blocking,browsers,6
browsers,sited,7
sited,outside,5
outside,us,5
us,began,5
began,early,5
early,hours,5
hours,monday,5
monday,morning,4
morning,since,6
since,people,5
people,outside,6
outside,us,5
us,trying,6
trying,browse,5
browse,site,5
site,get,3
get,message,6
message,saying,6
saying,authorised,9
authorised,view,8
view,blocking,7
blocking,appear,8
appear,due,5
due,attack,6
attack,vandals,5
vandals,malicious,7
malicious,hackers,6
hackers,result,7
result,policy,6
policy,decision,7
decision,bush,7
bush,camp,4
camp,international,12
international,exclusion,10
exclusion,zone,8
zone,around,4
around,georgewbushcom,12
georgewbushcom,spotted,12
spotted,net,6
net,monitoring,8
monitoring,firm,8
firm,netcraft,7
netcraft,keeps,7
keeps,eye,4
eye,traffic,7
traffic,patterns,8
patterns,across,6
across,many,6
many,different,8
different,sites,7
sites,netcraft,7
netcraft,said,7
said,since,4
since,early,5
early,hours,5
hours,25,5
25,october,7
october,attempts,7
attempts,view,7
view,site,3
site,monitoring,8
monitoring,stations,8
stations,london,6
london,amsterdam,8
amsterdam,sydney,8
sydney,failed,5
failed,contrast,8
contrast,netcrafts,6
netcrafts,four,8
four,monitoring,8
monitoring,stations,8
stations,us,7
us,managed,7
managed,view,6
view,site,3
site,problems,7
problems,site,7
site,still,3
still,seen,4
seen,using,4
using,anonymous,8
anonymous,proxy,7
proxy,services,7
services,based,7
based,us,4
us,web,3
web,users,4
users,canada,6
canada,also,5
also,report,5
report,browse,6
browse,site,5
site,pattern,5
pattern,traffic,7
traffic,website,7
website,suggests,7
suggests,blocking,8
blocking,due,8
due,attack,6
attack,vandals,5
vandals,politically,9
politically,motivated,7
motivated,hackers,9
hackers,geographic,10
geographic,blocking,9
blocking,works,6
works,numerical,8
numerical,addresses,9
addresses,net,8
net,uses,3
uses,organise,7
organise,handed,6
handed,regional,8
regional,basis,7
basis,21,5
21,october,7
october,george,6
george,w,6
w,bush,4
bush,website,6
website,began,6
began,using,5
using,services,7
services,company,8
company,called,6
called,akamai,6
akamai,ensure,6
ensure,pages,6
pages,videos,4
videos,content,6
content,site,5
site,reaches,6
reaches,visitors,7
visitors,mike,7
mike,prettejohn,9
prettejohn,president,7
president,netcraft,7
netcraft,speculated,8
speculated,blocking,9
blocking,decision,7
decision,might,7
might,taken,5
taken,cut,5
cut,costs,3
costs,traffic,7
traffic,run-up,6
run-up,election,8
election,2,8
2,november,8
november,said,8
said,site,3
site,may,4
may,see,3
see,reason,5
reason,distribute,9
distribute,content,8
content,people,6
people,voting,6
voting,next,6
next,week,3
week,managing,8
managing,traffic,7
traffic,could,7
could,also,5
also,good,4
good,way,4
way,ensure,6
ensure,site,4
site,stays,4
stays,working,7
working,closing,4
closing,days,6
days,election,8
election,campaign,6
campaign,however,8
however,simply,7
simply,blocking,8
blocking,non-us,7
non-us,visitors,7
visitors,also,6
also,means,4
means,americans,4
americans,overseas,5
overseas,barred,6
barred,akamai,6
akamai,declined,8
declined,comment,7
comment,saying,6
saying,could,6
could,talk,4
talk,customer,7
customer,websites,7
blogger,grounded,6
grounded,airline,6
airline,us,7
us,airline,7
airline,attendant,7
attendant,fighting,8
fighting,job,8
job,suspended,9
suspended,postings,7
postings,blog,7
blog,online,5
online,diary,6
diary,queen,5
queen,sky,5
sky,otherwise,9
otherwise,known,8
known,ellen,4
ellen,simonetti,8
simonetti,evolved,8
evolved,anonymous,8
anonymous,semi-fictional,13
semi-fictional,account,12
account,life,7
life,sky,4
sky,posted,5
posted,pictures,5
pictures,uniform,7
uniform,delta,7
delta,airlines,7
airlines,suspended,7
suspended,indefinitely,10
indefinitely,without,11
without,pay,7
pay,ms,3
ms,simonetti,8
simonetti,told,8
told,suspension,10
suspension,result,8
result,inappropriate,11
inappropriate,images,11
images,delta,6
delta,airlines,7
airlines,declined,4
declined,comment,7
comment,really,7
really,shocked,7
shocked,warning,7
warning,ms,7
ms,simonetti,8
simonetti,told,8
told,bbc,4
bbc,news,4
news,online,5
online,never,5
never,thought,7
thought,would,5
would,get,5
get,trouble,7
trouble,blog,6
blog,thought,5
thought,problem,6
problem,someone,7
someone,would,6
would,said,4
said,something,7
something,taking,6
taking,action,5
action,issue,6
issue,highlighted,9
highlighted,concerns,11
concerns,amongst,7
amongst,growing,6
growing,blogging,4
blogging,community,8
community,conflicts,6
conflicts,interest,8
interest,employment,8
employment,law,9
law,free,4
free,speech,4
speech,personal,7
personal,websites,6
websites,ms,7
ms,simonetti,8
simonetti,suspended,8
suspended,25,9
25,september,9
september,pending,8
pending,investigation,11
investigation,since,11
since,lodged,5
lodged,complaint,8
complaint,us,9
us,equal,4
equal,employment,9
employment,opportunity,8
opportunity,commission,10
commission,eeoc,9
eeoc,spokesperson,9
spokesperson,delta,11
delta,airlines,7
airlines,told,7
told,bbc,4
bbc,news,4
news,online:,6
online:,tell,6
tell,discuss,7
discuss,internal,8
internal,employee,8
employee,issues,7
issues,media,6
media,added,4
added,could,4
could,say,5
say,whether,7
whether,similar,6
similar,situation,7
situation,personal,9
personal,websites,6
websites,occurred,7
occurred,past,8
past,ms,3
ms,simonetti,8
simonetti,started,7
started,personal,8
personal,blog,7
blog,january,7
january,help,7
help,get,3
get,mothers,6
mothers,death,6
death,ensured,7
ensured,made,6
made,mention,6
mention,airline,6
airline,worked,6
worked,created,5
created,fictional,8
fictional,names,9
names,cities,4
cities,companies,5
companies,airlines,6
airlines,name,7
name,changed,5
changed,anonymous,8
anonymous,airline,8
airline,city,6
city,based,5
based,called,3
called,quirksville,9
quirksville,large,9
large,part,3
part,blog,4
blog,contained,9
contained,fictional,7
fictional,stories,8
stories,queen,6
queen,sky,5
sky,developed,9
developed,months,9
months,character,8
character,right,8
right,according,8
according,ms,9
ms,simonetti,8
simonetti,images,6
images,taken,4
taken,digital,7
digital,camera,6
camera,inherited,7
inherited,mother,7
mother,often,4
often,take,4
take,pictures,6
pictures,flight,8
flight,layovers,8
layovers,though,7
though,include,6
include,blog,6
blog,fun,4
fun,never,5
never,meant,4
meant,something,6
something,harm,8
harm,company,6
company,dont,5
dont,understand,8
understand,think,9
think,harm,4
harm,ms,4
ms,simonetti,8
simonetti,said,8
said,also,4
also,claimed,6
claimed,pictures,7
pictures,male,7
male,delta,4
delta,airline,6
airline,employees,7
employees,uniform,8
uniform,freely,7
freely,available,8
available,web,8
web,10,3
10,images,6
images,site,5
site,one,3
one,showed,4
showed,ms,6
ms,simonettis,8
simonettis,flight,9
flight,wings,5
wings,tell,5
tell,pictures,7
pictures,problem,6
problem,assuming,8
assuming,one,7
one,posing,4
posing,seats,6
seats,skirt,4
skirt,rode,5
rode,said,4
said,images,5
images,removed,5
removed,soon,6
soon,learned,6
learned,suspended,6
suspended,far,9
far,ms,3
ms,simonetti,8
simonetti,knows,8
knows,company,7
company,anti-blogging,11
anti-blogging,policy,11
policy,guidance,7
guidance,suggests,7
suggests,company,8
company,uniform,7
uniform,cannot,6
cannot,used,6
used,without,7
without,approval,7
approval,management,9
management,use,9
use,personal,7
personal,pictures,7
pictures,websites,6
websites,unclear,8
unclear,jeffrey,7
jeffrey,matsuura,8
matsuura,director,8
director,law,8
law,technology,9
technology,programme,10
programme,university,9
university,dayton,10
dayton,said,5
said,personal,7
personal,websites,6
websites,hazardous,8
hazardous,employers,8
employers,employees,1
employees,many,7
many,examples,7
examples,employees,5
employees,presented,8
presented,kind,7
kind,material,7
material,online,7
online,gotten,5
gotten,trouble,6
trouble,employers,8
employers,said,9
said,crucial,6
crucial,policy,6
policy,acceptable,9
acceptable,expressed,9
expressed,clearly,8
clearly,reasonable,8
reasonable,enforced,8
enforced,fairly,7
fairly,company,6
company,policy,5
policy,remember,8
remember,employee,6
employee,dont,7
dont,total,4
total,free,5
free,speech,4
speech,anymore,7
anymore,said,7
said,mr,4
mr,matsuura,6
matsuura,added,7
added,companies,7
companies,actively,9
actively,encouraged,9
encouraged,employees,8
employees,blog,7
blog,one,4
one,areas,4
areas,become,6
become,problem,6
problem,encourage,8
encourage,suits,8
suits,may,5
may,particularly,10
particularly,clear,9
clear,employees,7
employees,cross,7
cross,line,5
line,speculated,8
speculated,delta,7
delta,might,5
might,concerned,9
concerned,fictional,8
fictional,content,7
content,blog,7
blog,may,4
may,linked,6
linked,back,5
back,airline,7
airline,images,6
images,ms,4
ms,simonetti,8
simonetti,uniform,8
uniform,posted,7
posted,whether,5
whether,successful,9
successful,depend,9
depend,exactly,7
exactly,prohibited,9
prohibited,whether,8
whether,reasonably,10
reasonably,say,7
say,content,7
content,crosses,5
crosses,line,6
line,said,4
said,ms,4
ms,simonetti,8
simonetti,said,8
said,suspension,8
suspension,caused,8
caused,two,6
two,friends,7
friends,discontinue,10
discontinue,blogs,10
blogs,one,4
one,asked,4
asked,stop,4
stop,blogging,7
blogging,company,6
company,action,6
action,taken,5
taken,asked,3
asked,take,3
take,blog,4
blog,would,5
would,done,4
done,given,4
given,option,5
option,said,5
said,blogging,7
blogging,thing,5
thing,obviously,8
obviously,new,9
new,problem,6
problem,employers,7
employers,need,8
need,get,3
get,policy,6
policy,known,6
known,would,5
would,cost,4
cost,job,3
job,would,4
would,done,4
camera,phones,6
phones,must-haves,7
must-haves,four,10
four,times,5
times,mobiles,4
mobiles,cameras,6
cameras,sold,7
sold,europe,5
europe,end,5
end,2004,4
2004,last,4
last,year,4
year,says,4
says,report,6
report,analysts,7
analysts,gartner,7
gartner,globally,7
globally,number,7
number,sold,6
sold,reach,5
reach,159,5
159,million,7
million,increase,8
increase,104,8
104,report,6
report,predicts,5
predicts,nearly,7
nearly,70,6
70,mobile,6
mobile,phones,6
phones,sold,5
sold,built-in,7
built-in,camera,8
camera,2008,6
2008,improving,9
improving,imaging,4
imaging,technology,9
technology,mobiles,9
mobiles,making,5
making,increasingly,8
