Current_Word,Next_Word,Levenshtein_distance
november,could,7
could,replace,6
replace,counterfeit,10
counterfeit,versions,10
versions,windows,6
windows,xp,7
xp,legal,5
legal,ones,5
ones,free,3
free,also,4
also,increasing,9
increasing,efforts,9
efforts,squash,7
squash,software,6
software,piracy,7
piracy,china,5
china,norway,5
norway,czech,6
czech,republic,8
republic,pirated,8
pirated,software,7
software,huge,7
huge,problem,6
problem,offering,8
offering,discounts,8
discounts,legitimate,9
legitimate,software,7
software,users,7
users,pirated,7
pirated,copies,6
copies,windows,6
windows,china,6
china,particular,8
particular,problem,7
problem,piracy,6
piracy,estimated,7
estimated,92,9
92,said,4
said,mr,4
mr,cluley,6
whats,next,4
next,next-gen,4
next-gen,consoles,7
consoles,next,7
next,generation,7
generation,video,8
video,games,4
games,consoles,6
consoles,development,9
development,new,10
new,machines,6
machines,mean,6
mean,games,4
games,firms,4
firms,consumers,7
consumers,may,8
may,know,4
know,released,8
released,called,5
called,even,5
even,able,4
able,one,3
one,thing,4
thing,certain,5
certain,-,7
-,coming,6
coming,sony,4
sony,microsoft,7
microsoft,nintendo,8
nintendo,expected,7
expected,release,6
release,new,6
new,machines,6
machines,next,7
next,18,4
18,months,6
months,details,6
details,playstation,8
playstation,3,11
3,xbox,4
xbox,2,4
2,codename,8
codename,xenon,6
xenon,nintendos,6
nintendos,so-called,9
so-called,revolution,10
revolution,still,8
still,finalised,8
finalised,developers,8
developers,work,8
work,titles,6
titles,new,5
new,machines,6
machines,regardless,8
regardless,know,10
know,maybe,5
maybe,ps3,5
ps3,guess,4
guess,said,5
said,rory,4
rory,armes,4
armes,studio,6
studio,general,7
general,manager,6
manager,video,6
video,game,4
game,giant,3
giant,electronic,9
electronic,arts,9
arts,europe,5
europe,horrendous,8
horrendous,effort,8
effort,first,4
first,year,5
year,admitted,8
admitted,microsoft,9
microsoft,delivered,9
delivered,development,8
development,kits,11
kits,ea,4
ea,said,3
said,mr,4
mr,armes,4
armes,said,5
said,company,6
company,still,7
still,waiting,5
waiting,sony,6
sony,nintendo,7
nintendo,send,5
send,kits,4
kits,although,7
although,details,7
details,may,6
may,nailed,5
nailed,mr,6
mr,armes,4
armes,said,5
said,ea,3
ea,beginning,8
beginning,get,8
get,sense,4
sense,capabilities,11
capabilities,new,11
new,machines,6
machines,rumours,7
rumours,playstation,11
playstation,3,11
3,little,6
little,hood,6
hood,xbox,3
xbox,2,4
2,said,4
said,microsoft,8
microsoft,obviously,8
obviously,software,9
software,company,6
company,first,7
first,foremost,4
foremost,sony,7
sony,experience,9
experience,hardware,8
hardware,think,8
think,sony,4
sony,able,4
able,push,4
push,box,4
box,cost,3
cost,certain,5
certain,new,6
new,machines,6
machines,provide,6
provide,great,6
great,leaps,4
leaps,processing,9
processing,graphical,9
graphical,power,8
power,also,5
also,likely,6
likely,contain,7
contain,convergence,7
convergence,technologies,10
technologies,make,11
make,machines,5
machines,entertainment,10
entertainment,hub,13
hub,consumer,7
consumer,electronics,10
electronics,show,10
show,las,4
las,vegas,3
vegas,microsoft,8
microsoft,boss,7
boss,bill,3
bill,gates,5
gates,said,4
said,xbox,4
xbox,2,4
2,would,5
would,part,5
part,vision,6
vision,digital,5
digital,lifestyle,6
lifestyle,short,8
short,detail,6
detail,painted,7
painted,picture,5
picture,machine,5
machine,would,7
would,complement,8
complement,pc,9
pc,offer,5
offer,great,5
great,video,5
video,gaming,6
gaming,video,6
video,gaming,6
gaming,broader,7
broader,set,6
set,people,5
people,communications,14
communications,media,11
media,connectivity,10
connectivity,sony,9
sony,thought,6
thought,similar,7
similar,vision,5
vision,ps3,5
ps3,nintendo,8
nintendo,remain,7
remain,focused,7
focused,machine,6
machine,purely,7
purely,games,5
games,clear,5
clear,precisely,7
precisely,new,8
new,machines,6
machines,developers,8
developers,working,10
working,first,6
first,round,5
round,titles,6
titles,harness,5
harness,new,5
new,horsepower,8
horsepower,gary,9
gary,dunn,4
dunn,development,9
development,director,9
director,codemasters,8
codemasters,said,10
said,company,6
company,central,6
central,technology,8
technology,group,9
group,forefront,7
forefront,preparing,6
preparing,next,8
next,generation,7
generation,consoles,9
consoles,working,7
working,new,7
new,libraries,8
libraries,effects,8
effects,lot,6
lot,major,4
major,techniques,10
techniques,already,10
already,use,6
use,pc,3
pc,gaming,6
gaming,pixel,6
pixel,shaders,6
shaders,normal,7
normal,mapping,7
mapping,mr,6
mr,dunn,4
dunn,said,4
said,expected,7
expected,introduction,10
introduction,real-world,12
real-world,physics,10
physics,major,7
major,part,4
part,new,4
new,consoles,6
consoles,want,7
want,increase,7
increase,level,7
level,immersion,8
immersion,realism,7
realism,gaming,5
gaming,people,6
people,lose,4
lose,game,3
game,first,5
first,year,5
year,least,3
least,developers,8
developers,said,10
said,gamers,5
gamers,expect,5
expect,games,5
games,harness,4
harness,full,7
full,potential,8
potential,machines,9
machines,graphical,6
graphical,spit,7
spit,polish,5
polish,better,6
better,physics,7
physics,line,6
line,capabilities,9
capabilities,current,10
current,high-end,6
high-end,graphics,8
graphics,cards,6
cards,pcs,4
pcs,expected,6
expected,simon,8
simon,gardner,6
gardner,president,8
president,climaxs,8
climaxs,action,6
action,studio,5
studio,said:,4
said:,definitely,9
definitely,exciting,7
exciting,time,6
time,want,4
want,give,4
give,freedom,6
freedom,player,7
player,want,5
want,give,4
give,players,6
players,emotional,9
emotional,connection,8
connection,characters,7
characters,play,9
play,environments,12
environments,much,11
much,believable,10
believable,dramatic,9
dramatic,growing,7
growing,changing,5
changing,play,7
play,breadth,6
breadth,effects,6
effects,involving,9
involving,worlds,8
worlds,play,5
play,bit,4
bit,like,3
like,artist,5
artist,given,6
given,bigger,4
bigger,canvas,6
canvas,smaller,6
smaller,brush,7
brush,given,5
given,tools,5
tools,average,7
average,consumer,7
consumer,get,7
get,things,6
things,filmic,6
filmic,quality,6
quality,gerhard,7
gerhard,florin,7
florin,head,6
head,ea,2
ea,europe,5
europe,said,6
said,gamers,5
gamers,expect,5
expect,titles,6
titles,blur,5
blur,line,4
line,films,4
films,video,4
video,games,4
games,many,4
many,sceptical,9
sceptical,-,9
-,gamers,6
gamers,given,4
given,similar,6
similar,predictions,9
predictions,last,10
last,transition,7
transition,console,8
console,hardware,7
hardware,-,8
-,time,4
time,would,5
would,seem,5
seem,likely,5
likely,ps3,6
ps3,provide,6
provide,graphics,6
graphics,indistinguishable,15
indistinguishable,movies,15
movies,said,5
said,mr,4
mr,florin,5
florin,said,5
said,distribution,10
distribution,method,10
method,games,6
games,would,5
would,also,5
also,change,5
change,radically,8
radically,next,9
next,round,5
round,consoles,7
consoles,gamer,7
gamer,could,5
could,buy,4
buy,starter,7
starter,disc,7
disc,10,4
10,euros,5
euros,goes,4
goes,home,3
home,goes,3
goes,online,6
online,could,5
could,buy,4
buy,ai,3
ai,levels,6
levels,go,6
go,much,4
much,smarter,6
smarter,get,6
get,levels,5
levels,go,6
go,mr,2
mr,armes,4
armes,warned,3
warned,developers,9
developers,still,9
still,learn,5
learn,tell,4
tell,stories,6
stories,effectively,9
effectively,medium,9
medium,ways,6
ways,trying,5
trying,forget,6
forget,hardware,7
hardware,go,8
go,opposite,7
opposite,direction,8
direction,bad,9
bad,letting,7
letting,technology,8
technology,design,8
design,creativity,8
creativity,company,8
company,start,6
start,ignoring,7
ignoring,technology,8
technology,learning,7
learning,craft,7
craft,telling,7
telling,stories,6
stories,mr,6
mr,gardner,6
gardner,agreed:,6
agreed:,thrown,6
thrown,polygons,7
polygons,around,7
around,better,6
better,ai,6
ai,doesnt,6
doesnt,make,6
make,better,5
better,game,5
game,thats,4
thats,useful,6
useful,developers,9
developers,certainly,9
certainly,tools,7
tools,new,5
new,machines,6
machines,employ,8
employ,still,5
still,decided,6
latest,opera,5
opera,browser,5
browser,gets,6
gets,vocal,5
vocal,net,5
net,browser,6
browser,opera,5
opera,80,5
80,due,3
due,official,8
official,release,8
release,end,6
end,next,3
next,month,4
month,accessible,10
accessible,browser,9
browser,market,6
market,according,8
according,authors,7
authors,latest,6
latest,version,7
version,net,6
net,browser,6
browser,controlled,7
controlled,voice,8
voice,command,6
command,read,5
read,pages,5
pages,aloud,5
aloud,voice,5
voice,features,7
features,based,6
based,ibm,5
ibm,technology,10
technology,currently,8
currently,available,8
available,windows,8
windows,version,7
version,opera,6
opera,also,5
also,magnify,6
magnify,text,7
text,10,4
10,times,5
times,users,4
users,create,5
create,style,5
style,sheets,5
sheets,developers,7
developers,say,10
say,enable,5
enable,view,6
view,pages,4
pages,colours,6
colours,fonts,5
fonts,prefer,6
prefer,browser,4
browser,yet,6
yet,work,4
work,well,3
well,screen,5
screen,reader,5
reader,software,7
software,often,5
often,used,4
used,blind,4
blind,people,6
people,accessibility,11
accessibility,features,12
features,likely,8
likely,appeal,5
appeal,residual,6
residual,vision,6
vision,mission,2
mission,always,7
always,provide,7
provide,best,7
best,internet,6
internet,experience,7
experience,everyone,5
everyone,said,8
said,opera,5
opera,spokeswoman,8
spokeswoman,berit,10
berit,hanson,6
hanson,would,6
would,obviously,6
obviously,want,9
want,exclude,7
exclude,disabled,7
disabled,computer,7
computer,users,6
users,another,6
another,feature,6
feature,likely,7
likely,appeal,5
appeal,people,5
people,low,5
low,vision,5
vision,ability,5
ability,make,7
make,pages,3
pages,fit,5
fit,screen,6
screen,width,6
width,eliminates,8
eliminates,need,8
need,horizontal,9
horizontal,scrolling,9
scrolling,company,6
company,points,6
points,also,6
also,appeal,5
appeal,anyone,5
anyone,using,5
using,opera,5
opera,handheld,7
handheld,device,7
device,company,7
company,says,6
says,features,6
features,like,7
like,voice,3
voice,activation,8
activation,solely,10
solely,aimed,5
aimed,visually,7
visually,impaired,7
impaired,people,7
people,idea,6
idea,take,4
take,first,5
first,step,5
step,making,6
making,human-computer,12
human-computer,interaction,13
interaction,natural,8
natural,said,6
said,ms,4
ms,hanson,5
hanson,people,6
people,always,6
always,situation,8
situation,access,9
access,keyboard,8
keyboard,makes,8
makes,web,4
web,hands-free,9
hands-free,experience,9
experience,unlike,8
unlike,commercially,11
commercially,available,10
available,voice,6
voice,recognition,9
recognition,software,10
software,opera,6
opera,trained,7
trained,recognise,8
recognise,individual,10
individual,voice,9
voice,around,5
around,50,6
50,voice,5
voice,commands,7
commands,available,8
available,users,9
users,wear,4
wear,headset,5
headset,incorporates,11
incorporates,microphone,9
microphone,voice,8
voice,recognition,9
recognition,function,6
function,currently,8
currently,available,8
available,english,8
english,opera,7
opera,free,4
free,download,8
download,paid-for,8
paid-for,version,7
version,comes,7
comes,without,7
without,ad,7
ad,banner,5
banner,top,6
top,right,5
right,hand,5
hand,corner,5
corner,extra,6
extra,support,6
support,opera,5
opera,began,4
began,life,5
life,research,7
research,project,6
project,-,7
-,spin-off,7
spin-off,norwegian,9
norwegian,telecoms,8
telecoms,company,8
company,telenor,7
telenor,browser,6
browser,used,5
used,estimated,6
estimated,10,9
10,million,7
million,people,7
people,variety,7
variety,operating,8
operating,systems,8
systems,number,6
number,different,7
different,platforms,8
mobile,games,6
games,come,3
come,age,3
age,bbc,3
bbc,news,4
news,website,5
website,takes,7
takes,look,5
look,games,5
games,mobile,6
mobile,phones,6
phones,maturing,8
maturing,brief,6
brief,round-up,8
round-up,follows,7
follows,skip,7
skip,straight,6
straight,reviews,7
reviews,clicking,8
clicking,links,5
links,part,5
part,two,4
two,follow,5
follow,monday,5
monday,reviews,7
reviews,call,7
call,duty,4
duty,splinter,7
splinter,cell,7
cell,-,4
-,pandora,7
pandora,tomorrow,7
tomorrow,lord,6
lord,rings,5
rings,pocket,6
pocket,kingdom,7
kingdom,follow,6
follow,monday,5
monday,think,6
think,snake,5
snake,mentions,7
mentions,mobile,6
mobile,games,6
games,could,5
could,bit,5
bit,surprise,7
surprise,mobile,6
mobile,games,6
games,come,3
come,long,3
long,way,4
way,short,5
short,time,5
time,even,4
even,nokias,6
nokias,n-gage,5
n-gage,game,3
game,phone,4
phone,launched,6
launched,late,5
late,2003,4
2003,many,4
many,mobile,5
mobile,operators,9
operators,realising,9
realising,audience,8
audience,looking,7
looking,something,5
something,play,9
play,handset,7
handset,given,6
given,many,5
many,people,6
people,handsets,7
handsets,portable,8
portable,game,6
game,playing,6
playing,gadgets,7
gadgets,gameboy,5
gameboy,could,7
could,lucrative,8
lucrative,market,8
market,audience,7
audience,includes,8
includes,commuters,6
commuters,wanting,8
wanting,something,5
something,fill,8
fill,time,3
time,way,4
way,home,4
home,game,2
game,fans,3
fans,looking,6
looking,bit,6
bit,variety,5
variety,hard,5
hard,core,3
core,gamers,5
gamers,like,5
like,play,4
play,every,4
every,moment,5
moment,life,5
life,types,4
types,player,5
player,got,6
got,immeasurably,12
immeasurably,better,10
better,last,5
last,year,4
year,numbers,6
numbers,titles,5
titles,download,7
download,phone,7
phone,snowballed,8
snowballed,sites,8
sites,wireless,5
wireless,gaming,8
gaming,review,5
review,list,5
list,200,4
200,different,9
different,titles,7
titles,uk,6
uk,networks,7
networks,ranges,7
ranges,suit,6
suit,every,5
every,possible,8
possible,taste,6
taste,ports,4
ports,pc,4
pc,arcade,5
arcade,classics,7
classics,space,6
space,invaders,6
invaders,lunar,6
lunar,lander,3
lander,bejewelled,9
bejewelled,also,9
also,versions,6
versions,titles,7
titles,colin,5
colin,mcrae,5
mcrae,rally,5
rally,typically,5
typically,find,8
find,pcs,4
pcs,consoles,7
consoles,shoot-em-ups,10
shoot-em-ups,adventure,10
adventure,games,8
games,strategy,6
strategy,titles,6
titles,many,6
many,novel,5
novel,games,4
games,found,5
found,handsets,7
handsets,rarely,6
rarely,action,6
action,movie,5
movie,launch,6
launch,without,7
without,mobile,7
mobile,game,5
game,tie-in,6
tie-in,increasingly,9
increasingly,launches,10
launches,part,7
part,promotional,9
promotional,campaign,8
campaign,film,7
film,understandable,13
understandable,realise,11
realise,good,7
good,game,3
game,rack,3
rack,millions,8
millions,downloads,7
downloads,returns,8
returns,pretty,5
pretty,good,6
good,consider,6
consider,games,7
games,cost,5
cost,Â£5,4
Â£5,also,4
also,helped,5
helped,games,5
games,mobiles,5
mobiles,thrive,5
thrive,fact,6
fact,easier,5
easier,ever,3
ever,get,3
get,hold,4
hold,thanks,5
thanks,technology,8
technology,known,8
known,wap,5
wap,push,4
push,sending,7
sending,text,6
text,message,6
message,game,5
game,maker,3
maker,title,5
title,downloaded,8
downloaded,handset,8
handset,far,6
far,better,5
better,navigate,7
navigate,menus,8
menus,mobile,5
mobile,operator,8
operator,portals,6
portals,number,7
number,handsets,7
handsets,play,8
play,games,5
games,grown,4
grown,hugely,6
hugely,almost,6
almost,half,5
half,phones,5
phones,java,6
java,onboard,6
onboard,meaning,7
meaning,play,6
play,increasingly,10
increasingly,sophisticated,12
sophisticated,games,11
games,available,8
available,-,9
-,even,4
even,ones,3
ones,use,3
use,3d,3
3d,graphics,8
graphics,minimum,8
minimum,technology,9
technology,specifications,11
specifications,phones,11
phones,adhere,5
adhere,getting,7
getting,sophisticated,11
sophisticated,means,12
means,games,4
games,double,6
double,key,6
key,presses,6
presses,possible,6
possible,making,7
making,familiar,6
familiar,tactics,6
tactics,moving,6
moving,strafing,5
strafing,real,7
real,option,6
option,processing,8
processing,power,7
power,handsets,7
handsets,means,6
means,physics,6
physics,mobile,6
mobile,games,6
games,getting,6
getting,convincing,7
convincing,graphics,9
graphics,improving,8
improving,game,9
game,makers,4
makers,also,5
also,starting,7
starting,take,6
take,advantage,6
advantage,extra,8
extra,capabilities,11
capabilities,mobile,8
mobile,many,5
many,titles,6
titles,particularly,9
particularly,racing,10
racing,games,5
games,let,4
let,upload,5
upload,best,6
best,time,4
time,see,3
see,compare,6
compare,others,5
others,usually,7
usually,get,7
get,hold,4
hold,best,4
best,time,4
time,race,3
race,ghost,5
ghost,shadow,5
shadow,see,5
see,beat,3
beat,games,5
games,also,4
also,let,3
let,take,4
take,people,5
people,real,4
real,time,4
time,via,3
via,network,7
network,sitting,6
sitting,close,7
close,via,5
via,bluetooth,9
bluetooth,short-range,10
short-range,radio,9
radio,technology,9
technology,much,8
much,going,5
going,hard,5
hard,justice,7
justice,sheer,6
sheer,diversity,7
diversity,happening,8
happening,two,9
two,features,7
features,help,7
help,point,5
point,direction,8
direction,game,8
game,makers,4
makers,give,5
give,idea,3
idea,look,4
look,get,4
get,playing,7
playing,fast,6
fast,furious,6
furious,digital,6
digital,bridges,7
bridges,soon,7
soon,start,4
start,playing,6
playing,remember,8
remember,never,5
never,play,5
play,driving,7
driving,games,7
games,-,5
-,im,2
im,rubbish,6
rubbish,matter,7
matter,drive,5
drive,car,5
car,via,3
via,joystick,7
joystick,keypad,7
keypad,cannot,6
cannot,get,5
get,hang,4
hang,braking,4
braking,corners,7
corners,timing,7
timing,rush,6
rush,pass,3
pass,drivers,6
drivers,game,6
game,rewards,6
rewards,replay,5
replay,advance,7
advance,complete,7
complete,every,7
every,section,6
section,within,5
within,time,5
time,limit,3
limit,winning,5
winning,gives,6
gives,cash,5
cash,upgrades,7
upgrades,graphically,9
graphically,rolling,9
rolling,road,5
road,convincing,9
convincing,enough,9
enough,evocation,7
evocation,speed,9
speed,palm,4
palm,trees,5
trees,cactus,5
cactus,whip,6
whip,city,4
city,scrolls,6
scrolls,past,7
past,background,9
background,cars,8
cars,handle,5
handle,pretty,6
pretty,well,5
well,despite,6
despite,uselessness,9
uselessness,clear,9
clear,different,8
different,models,8
models,cars,5
cars,appreciably,9
appreciably,different,10
different,track,8
track,niggle,6
niggle,interface,7
interface,bit,8
bit,confusing,8
confusing,especially,10
especially,using,8
using,joystick,6
joystick,rather,7
rather,keypad,6
keypad,play,5
play,fatal,4
fatal,force,4
force,macrospace,7
macrospace,futuristic,8
futuristic,shooter,9
shooter,lets,6
lets,either,5
either,play,6
play,various,7
various,deathmatch,9
deathmatch,modes,9
modes,phone,4
phone,run,4
run,series,5
series,scenarios,4
scenarios,involves,8
involves,killing,7
killing,aliens,5
aliens,invading,6
invading,earth,7
earth,graphics,7
graphics,bit,7
bit,cartoon-like,11
cartoon-like,helps,11
helps,make,5
make,clear,5
clear,going,5
going,levels,6
levels,well,4
well,laid,4
laid,encourage,8
encourage,leap,8
leap,exploring,8
exploring,background,8
background,music,10
music,sounds,5
sounds,effects,6
effects,work,7
work,well,3
well,scenarios,8
scenarios,well,8
well,scripted,8
scripted,regularly,9
regularly,get,8
get,hints,4
hints,fatal,5
fatal,force,4
force,commanders,8
commanders,weapons,8
weapons,include,7
include,flamethrowers,12
flamethrowers,rocket,11
rocket,launchers,7
launchers,grenades,6
grenades,couple,7
couple,points,5
points,even,5
even,get,3
get,chance,6
chance,use,5
use,mech,4
mech,short,5
short,right,4
right,power-up,8
power-up,go,7
go,matrix-style,12
matrix-style,bullet,11
bullet,time,5
time,cope,3
cope,onslaught,9
onslaught,aliens,8
aliens,game,5
game,lets,4
lets,play,4
play,via,3
via,bluetooth,9
bluetooth,others,8
others,range,6
range,online,5
online,game,5
game,quite,4
quite,following,8
following,clans,7
clans,player,4
player,rankings,8
rankings,even,7
even,new,3
new,downloadable,11
downloadable,maps,11
web,radio,5
radio,takes,4
takes,spanish,5
spanish,rap,6
rap,global,5
global,spin,6
spin,radio,4
radio,dial,4
dial,us,4
us,likely,6
likely,find,5
find,plenty,5
plenty,spanish-language,13
spanish-language,music,15
music,find,5
find,much,4
much,spanish-language,15
spanish-language,hip-hop,14
hip-hop,hip-hop,0
hip-hop,rap,6
rap,actually,7
actually,quite,7
quite,popular,6
popular,spanish-speaking,14
spanish-speaking,world,16
world,local,4
local,artists,7
artists,trouble,6
trouble,marketing,8
marketing,work,7
work,abroad,5
abroad,us,6
us,company,7
company,bringing,7
bringing,rap,7
rap,hip-hop,6
hip-hop,en,7
en,espanol,5
espanol,computer,7
computer,users,6
users,everywhere,8
everywhere,los,10
los,caballeros,7
caballeros,de,9
de,plan,4
plan,g,4
g,one,3
one,mexicos,7
mexicos,hottest,7
hottest,hip-hop,6
hip-hop,acts,7
acts,devoted,6
devoted,fan,7
fan,base,3
base,native,4
native,monterrey,7
monterrey,mexican,8
mexican,hip-hop,7
hip-hop,fans,7
fans,mention,6
mention,fans,6
fans,spanish-speaking,13
spanish-speaking,world,16
world,rarely,4
rarely,get,5
get,chance,6
chance,hear,5
hear,groups,6
groups,tracks,4
tracks,radio,4
radio,cant,4
cant,really,5
really,go,6
go,radio,4
radio,listen,6
listen,hip-hop,6
hip-hop,spanish,7
spanish,accessible,9
accessible,says,9
says,manuel,5
manuel,millan,5
millan,native,6
native,san,5
san,diego,5
diego,california,9
california,really,9
really,hard,5
hard,spanish,6
spanish,hip-hop,7
hip-hop,scene,7
scene,get,4
get,mainstream,9
mainstream,radio,9
radio,usually,6
usually,commercialised,12
commercialised,sound,12
sound,groups,4
groups,really,6
really,known,6
known,around,4
around,country,5
country,around,5
around,world,4
world,millan,5
millan,two,6
two,friends,7
friends,set,6
set,change,6
change,-,6
-,wanted,6
wanted,make,4
make,groups,6
groups,like,6
like,los,3
los,caballeros,7
caballeros,de,9
de,plan,4
plan,g,4
g,accessible,10
accessible,fans,9
fans,globally,7
globally,mainstream,10
mainstream,radio,9
radio,stations,5
stations,going,6
going,play,5
play,kind,4
kind,music,5
music,starting,7
starting,broadcast,8
broadcast,station,8
station,economically,11
economically,impossible,10
impossible,millan,8
millan,friends,6
friends,launched,8
launched,website,7
website,called,7
called,latinohiphopradiocom,18
latinohiphopradiocom,name,18
name,says,3
says,all:,4
all:,web-based,8
web-based,radio,8
radio,devoted,7
devoted,hottest,6
hottest,spanish,6
spanish,language,7
language,rap,7
rap,hip-hop,6
hip-hop,tracks,7
tracks,site,6
site,english,6
english,spanish,4
spanish,meant,5
meant,easy,3
easy,navigate,7
navigate,user,8
user,download,8
download,media,7
media,player,6
player,djs,6
djs,music,4
music,streamed,8
streamed,net,7
net,free,3
free,suddenly,7
suddenly,help,6
help,website,6
website,los,6
los,caballeros,7
caballeros,de,9
de,plan,4
plan,g,4
g,producing,8
producing,export,9
export,quality,6
quality,rap,6
rap,web,3
web,might,5
might,right,1
right,medium,6
medium,spanish,6
spanish,language,7
language,hip-hop,8
hip-hop,right,5
right,genre,5
genre,millan,6
millan,calls,4
calls,infant,6
infant,stage,5
stage,production,9
production,values,9
values,improving,9
improving,artists,8
artists,argentinas,5
argentinas,mustafa,8
mustafa,yoda,6
yoda,pushing,7
pushing,make,7
make,better,5
better,better,0
better,mustafa,6
mustafa,yoda,6
yoda,currently,9
currently,one,8
one,hottest,5
hottest,tracks,6
tracks,latinohiphopradiocom,16
latinohiphopradiocom,hes,19
hes,considered,9
considered,eminem,8
eminem,argentina,7
argentina,latin,6
latin,american,6
american,hip-hop,8
hip-hop,scene,7
scene,millan,6
millan,says,6
says,really,5
really,hasnt,5
hasnt,much,5
much,exposure,7
exposure,far,7
far,anywhere,7
anywhere,world,7
world,hes,5
hes,definitely,9
definitely,one,8
one,look,3
look,far,4
far,becoming,8
becoming,next,7
next,big,4
big,thing,3
thing,spanish-speaking,12
spanish-speaking,world,16
world,currently,7
currently,chilean,7
chilean,group,7
group,makisa,6
makisa,also,4
also,latinohiphopradiocoms,19
latinohiphopradiocoms,top,18
top,10,3
10,cuban,5
cuban,artist,6
artist,papo,6
papo,record,5
record,every,4
every,countrys,6
countrys,got,6
got,cultural,7
cultural,differences,10
differences,try,10
try,put,3
put,songs,5
songs,millan,6
millan,says,6
says,latinohiphopradiocom,19
latinohiphopradiocom,running,18
running,couple,7
couple,months,5
months,site,5
site,listeners,6
listeners,across,8
across,spanish,6
spanish,speaking,4
speaking,world,8
world,right,5
right,mexico,6
mexico,leads,5
leads,way,4
way,accounting,10
accounting,50,10
50,listeners,9
listeners,web,8
web,surfers,6
surfers,spain,6
spain,logging,5
logging,well,7
well,-,4
-,25,2
25,web,3
web,stations,8
stations,traffic,7
traffic,comes,7
comes,surprising,9
surprising,many,9
many,consider,7
consider,spain,7
spain,leader,5
leader,spanish-language,14
spanish-language,rap,15
rap,hip-hop,6
hip-hop,millan,6
millan,says,6
says,spain,3
spain,actually,7
actually,behind,8
behind,united,5
united,states,4
states,france,5
france,terms,6
terms,overall,5
overall,rap,5
rap,hip-hop,6
hip-hop,production,9
production,might,9
might,changing,7
changing,though,6
though,latin,6
latin,american,6
american,artists,6
artists,finding,7
finding,audiences,7
audiences,one,7
one,spaniard,7
spaniard,still,6
still,firmly,5
firmly,latinohiphopradiocoms,19
latinohiphopradiocoms,top,18
top,10,3
10,name,4
name,tote,3
tote,king,4
king,manuel,5
manuel,millan,5
millan,says,6
says,hip-hop,7
hip-hop,leader,7
leader,spain,5
spain,track,4
track,uno,5
uno,contra,5
contra,veinte,5
veinte,emcees,5
emcees,one,5
one,20,3
20,emcees,6
emcees,tote,5
tote,king,4
king,shows,5
shows,well,5
well,aware,4
aware,fact,4
fact,basically,7
basically,bragging,8
bragging,hes,8
hes,one,3
one,best,4
best,emcees,5
emcees,spain,6
spain,right,5
right,millan,5
millan,says,6
says,pretty,6
pretty,much,6
much,TRUE,4
TRUE,tightest,6
tightest,productions,10
productions,rap,10
rap,flow,4
flow,impeccable,10
impeccable,amazing,9
amazing,latinohiphopradiocom,17
latinohiphopradiocom,hoping,16
hoping,expand,4
expand,coming,5
coming,year,6
year,millan,5
millan,says,6
says,want,3
want,include,7
include,music,7
music,news,5
news,world,5
world,spanish,7
spanish,language,7
language,hip-hop,8
hip-hop,rap,6
rap,clark,4
clark,boyd,5
boyd,technology,9
technology,correspondent,12
correspondent,world,10
world,bbc,5
bbc,world,5
world,service,6
service,wgbh-boston,11
wgbh-boston,co-production,10
high-definition,dvds,14
dvds,first,4
first,humble,6
humble,home,3
home,video,4
video,dvd,4
dvd,hollywood,8
hollywood,preparing,9
preparing,next,8
next,revolution,8
revolution,home,9
home,entertainment,11
entertainment,-,13
-,high-definition,14
high-definition,high-definition,0
high-definition,gives,13
gives,incredible,9
incredible,3d-like,8
3d-like,pictures,7
pictures,surround,8
surround,sound,3
sound,dvd,4
dvd,disks,4
disks,gear,5
gear,play,3
play,another,7
another,year,6
year,still,5
still,number,6
number,issues,5
issues,sorted,5
sorted,high-definition,14
high-definition,films,13
films,come,4
come,new,4
new,format,6
format,dvds,6
dvds,profoundly,9
profoundly,change,9
change,home,4
home,entertainment,11
entertainment,rick,11
rick,dean,4
dean,director,6
director,business,8
business,development,10
development,digital,10
digital,content,7
content,company,4
company,thx,7
thx,high-definition,14
high-definition,future,13
future,exciting,7
exciting,prospect,8
prospect,worked,6
worked,star,6
star,wars,3
wars,dvd,4
dvd,trilogy,7
trilogy,finding,7
finding,nemo,6
nemo,incredibles,9
incredibles,indiana,7
indiana,jones,7
jones,time,4
time,long,4
long,ago,4
ago,film,4
film,world,4
world,video,5
video,world,5
world,two,4
two,completely,9
completely,separate,8
separate,worlds,7
worlds,told,3
told,bbc,4
bbc,news,4
news,website,5
website,technology,9
technology,dealing,8
dealing,means,4
means,much,4
much,conjoined,9
conjoined,film,8
film,see,4
see,theatres,6
theatres,coming,8
coming,digital,6
digital,file,6
file,take,3
take,home,3
home,video,4
video,master,5
master,says,5
says,currently,9
currently,putting,7
putting,master,6
master,feature,5
feature,film,6
film,onto,4
onto,dvd,4
dvd,requires,8
requires,severe,5
severe,compression,9
compression,current,8
current,dvd,7
dvd,technology,10
technology,cannot,7
cannot,hold,6
hold,much,4
much,high-definition,14
high-definition,films,13
films,demand,6
demand,much,5
much,compress,7
compress,picture,7
picture,data,6
data,rate,2
rate,wise,3
wise,also,3
also,take,4
take,qualities,7
qualities,away,8
away,picture,7
picture,fight,6
fight,hard,5
hard,keep,4
keep,master,5
master,explains,8
explains,would,7
would,love,4
love,able,3
able,show,4
show,people,5
people,projects,6
projects,worked,7
worked,really,6
really,look,6
look,like,3
like,high-def,6
high-def,world,7
world,find,4
